order_ID,user_ID,sku_ID,order_date,order_time,quantity,type,promise,original_unit_price,final_unit_price,direct_discount_per_unit,quantity_discount_per_unit,bundle_discount_per_unit,coupon_discount_per_unit,gift_item,dc_ori,dc_des
eef714cd77,9867fa8b36,904fbf8b97,2018/3/2,z 23:02:02,1,1,2,69.9,33.9,4,32,0,0,0,43,43
2f2a03ef1b,e03645049a,904fbf8b97,2018/3/3,z 21:49:37,1,1,1,69.9,32.9,4,33,0,0,0,3,16
41e894584f,956f6b1929,904fbf8b97,2018/3/3,z 07:46:01,1,1,1,69.9,40.9,4,25,0,0,0,3,16
bafb819dc3,b0f9a942a0,904fbf8b97,2018/3/3,z 15:56:41,1,1,2,69.9,37.9,4,28,0,0,0,4,28
ea348c7b21,a066401015,904fbf8b97,2018/3/3,z 10:12:51,1,1,2,69.9,34.9,4,31,0,0,0,4,28
85eee5fa86,5ce9613fd3,904fbf8b97,2018/3/3,z 01:29:18,1,1,1,69.9,34.9,4,31,0,0,0,20,20
1e238d38b1,cad0fa7d6d,904fbf8b97,2018/3/3,z 16:37:18,1,1,2,69.9,40.9,4,25,0,0,0,2,20
8b9d7f4232,72b2102683,904fbf8b97,2018/3/3,z 22:35:03,1,1,1,69.9,32.9,4,33,0,0,0,25,25
4ac6fe62fa,035159a127,904fbf8b97,2018/3/3,z 10:05:26,1,1,2,69.9,65.9,4,0,0,0,0,25,25
d592e0fe24,ba11496bb9,904fbf8b97,2018/3/3,z 18:06:38,1,1,2,69.9,33.9,4,31,0,1,0,9,32
5c2adda8d6,ba2edd076c,904fbf8b97,2018/3/3,z 16:18:18,1,1,2,69.9,32.9,4,31,0,2,0,9,32
8b801410f4,cac7e5ff77,904fbf8b97,2018/3/3,z 00:48:22,1,1,2,69.9,29.9,4,31,0,5,0,9,32
62aafded0f,a3252962bb,904fbf8b97,2018/3/3,z 17:53:18,2,1,2,69.9,34.9,4,31,0,0,0,9,32
35332a57f0,423fce26ed,904fbf8b97,2018/3/3,z 15:06:03,1,1,2,69.9,45.9,4,20,0,0,0,7,39
dfebcdf2e7,ed8b277c53,904fbf8b97,2018/3/3,z 23:05:32,1,1,6,69.9,65.9,4,0,0,0,0,7,1
7de8aef494,8d6f78526d,904fbf8b97,2018/3/3,z 17:51:57,2,1,2,69.9,32.9,4,33,0,0,0,1,1
b809361890,66851f55a7,904fbf8b97,2018/3/3,z 07:46:26,1,1,2,69.9,65.9,4,0,0,0,0,34,34
1d2876e681,4e0a3e39e1,904fbf8b97,2018/3/3,z 23:57:00,1,1,2,69.9,32.9,4,33,0,0,0,9,9
2a0b9db49f,3d188622ab,904fbf8b97,2018/3/3,z 23:06:12,1,1,2,69.9,28.9,4,33,0,4,0,9,27
f1124b78c4,3db997e8a0,904fbf8b97,2018/3/3,z 14:46:58,1,1,2,69.9,33.9,4,32,0,0,0,9,60
6e23387480,539d060268,904fbf8b97,2018/3/3,z 20:19:49,1,1,2,69.9,32.9,4,33,0,0,0,9,9
8e6a1e7f40,2ea47f032c,904fbf8b97,2018/3/3,z 14:54:31,1,1,2,69.9,33.9,4,32,0,0,0,9,36
20e616619e,d5ef2d5eba,904fbf8b97,2018/3/3,z 09:12:04,1,1,2,69.9,33.9,4,32,0,0,0,9,36
b9b6a10165,f08edcb4c2,904fbf8b97,2018/3/3,z 18:21:18,1,1,2,69.9,35.9,4,30,0,0,0,9,61
6dd06a7620,ca4e5404eb,904fbf8b97,2018/3/3,z 16:24:49,1,1,4,69.9,33.9,4,32,0,0,0,64,55
511e08e303,fb2ef1a989,904fbf8b97,2018/3/3,z 17:46:33,3,1,2,69.9,33.23333333,4,32.66666667,0,0,0,46,46
b60631d6d3,b481fbae9d,904fbf8b97,2018/3/3,z 08:40:02,1,1,2,69.9,33.9,4,32,0,0,0,2,6
c51371ceed,2eb4dc892d,904fbf8b97,2018/3/3,z 23:05:11,1,1,2,69.9,65.9,4,0,0,0,0,46,46
2c30189718,991beceda8,904fbf8b97,2018/3/3,z 20:19:12,1,1,2,69.9,32.9,4,33,0,0,0,9,60
b6c3e39456,5355c0f539,904fbf8b97,2018/3/3,z 22:57:04,1,1,2,69.9,33.9,4,32,0,0,0,9,60
6700b250cd,902151c36c,904fbf8b97,2018/3/3,z 11:37:34,1,1,2,69.9,33.9,4,32,0,0,0,42,42
e1f9db5d35,4ef5d0c105,904fbf8b97,2018/3/3,z 12:56:45,1,1,1,69.9,32.9,4,32,0,1,0,4,4
fbf0180b4f,7784707fb5,904fbf8b97,2018/3/3,z 10:20:04,1,1,2,69.9,38.9,4,27,0,0,0,9,9
e0f946761d,18d66def24,904fbf8b97,2018/3/3,z 22:04:43,1,1,2,69.9,32.9,4,33,0,0,0,9,27
a1a15b21f7,d619ea12fe,904fbf8b97,2018/3/3,z 13:52:24,1,1,2,69.9,32.9,4,33,0,0,0,9,27
768074d970,c731091121,904fbf8b97,2018/3/3,z 01:04:45,1,1,2,69.9,34.9,4,31,0,0,0,4,4
6086b44a75,cf8270d0c6,904fbf8b97,2018/3/3,z 10:52:50,1,1,2,69.9,31.9,4,33,0,1,0,9,27
f229676fac,1b22856e0d,904fbf8b97,2018/3/3,z 23:05:04,1,1,2,69.9,65.9,4,0,0,0,0,51,51
deac2a3597,7f4dfa0f8c,904fbf8b97,2018/3/3,z 10:12:55,1,1,2,69.9,32.9,4,33,0,0,0,4,51
85bc1872ce,181842c319,904fbf8b97,2018/3/3,z 20:10:59,1,1,3,69.9,32.9,4,33,0,0,0,4,4
cf6eb083c5,1a9f9d4d79,904fbf8b97,2018/3/3,z 05:13:38,2,1,2,69.9,29.65,4,33,0,3.25,0,4,45
68bf72a3fb,9d332813e3,904fbf8b97,2018/3/3,z 15:57:18,1,1,1,69.9,33.9,4,31,0,1,0,45,45
b1590e24c6,1a9f9d4d79,904fbf8b97,2018/3/3,z 01:07:01,1,1,1,69.9,32.9,4,33,0,0,0,45,45
75ff470e0e,65404f7ab1,904fbf8b97,2018/3/3,z 16:41:30,1,1,2,69.9,33.9,4,32,0,0,0,4,45
cceb7dc17c,961cdf3243,904fbf8b97,2018/3/3,z 22:56:38,1,1,2,69.9,31.9,4,33,0,1,0,4,45
bdcf85dfd6,72bfb31744,904fbf8b97,2018/3/3,z 12:49:18,1,1,3,69.9,31.9,4,32,0,2,0,4,4
4a6d46636b,f23847a764,904fbf8b97,2018/3/3,z 18:07:44,1,1,2,69.9,34.9,4,31,0,0,0,24,24
a77a023677,cf60f8e2fd,904fbf8b97,2018/3/3,z 00:57:05,1,1,1,69.9,32.9,4,33,0,0,0,40,40
5a1eb5f5a0,30d0c51826,904fbf8b97,2018/3/3,z 10:22:12,1,1,2,69.9,32.6,4,32.3,0,1,0,24,40
0e7cad5945,0d5327894d,904fbf8b97,2018/3/3,z 21:56:50,1,1,2,69.9,34.9,4,30,0,1,0,5,26
f2712e412b,eb3ed559b2,904fbf8b97,2018/3/3,z 07:40:16,1,1,2,69.9,34.9,4,31,0,0,0,5,26
57628d43ea,1126157863,904fbf8b97,2018/3/3,z 08:46:08,1,1,1,69.9,59.9,4,0,0,6,0,44,44
e8322ef930,4564e5a817,904fbf8b97,2018/3/3,z 20:37:20,1,1,3,69.9,35.9,4,30,0,0,0,4,44
a5b612a6b7,273a44cda5,904fbf8b97,2018/3/3,z 09:33:30,1,1,1,69.9,37.9,4,28,0,0,0,44,44
5ec4be1b43,7f4afb971d,904fbf8b97,2018/3/3,z 08:17:51,1,1,3,69.9,32.9,4,31,0,2,0,9,50
387af57b32,6013f1d598,904fbf8b97,2018/3/3,z 19:35:33,1,1,1,69.9,36.9,4,29,0,0,0,50,50
d9e0ea0fab,ec57e80cd1,904fbf8b97,2018/3/3,z 23:46:38,1,1,1,69.9,32.9,4,33,0,0,0,50,50
5cd398803c,58d2280b65,904fbf8b97,2018/3/3,z 10:47:06,1,1,4,69.9,34.9,4,31,0,0,0,4,44
02a923af32,3fb7a01d69,904fbf8b97,2018/3/3,z 11:19:41,1,1,4,69.9,35.9,4,30,0,0,0,4,44
9e484bf5ac,1b3f5c8cda,904fbf8b97,2018/3/3,z 15:28:45,6,1,5,69.9,32.56666667,4,32.33333333,0,1,0,4,44
491fbea34e,4adfc022ae,904fbf8b97,2018/3/3,z 11:31:14,1,1,2,69.9,38.9,4,27,0,0,0,9,61
461add8d8c,ffc7f39ce8,904fbf8b97,2018/3/3,z 19:45:33,1,1,2,69.9,32.9,4,33,0,0,0,7,49
559dfb5513,f1d1e8a2d3,904fbf8b97,2018/3/3,z 07:50:57,1,1,2,69.9,65.9,4,0,0,0,0,7,8
33e729eb4c,9b69832ade,904fbf8b97,2018/3/3,z 04:12:06,1,1,2,69.9,30.9,4,33,0,2,0,2,15
723e96d918,7b362aad35,904fbf8b97,2018/3/3,z 16:55:26,1,1,1,69.9,65.9,4,0,0,0,0,43,43
d9017bf957,d7a1dbc465,904fbf8b97,2018/3/3,z 11:19:41,1,1,1,69.9,65.9,4,0,0,0,0,43,43
c8d4753654,545e97c280,904fbf8b97,2018/3/3,z 21:54:09,1,1,2,69.9,35.9,4,30,0,0,0,24,24
9ab3b070d1,9cafdd2436,904fbf8b97,2018/3/3,z 12:04:11,1,1,2,69.9,32.9,4,33,0,0,0,24,24
d3e82c83ec,1a79b63940,904fbf8b97,2018/3/3,z 09:38:42,1,1,3,69.9,31.9,4,33.1,0,0.9,0,10,47
9200f16e0e,605cd84271,904fbf8b97,2018/3/3,z 22:36:17,1,1,2,69.9,31.9,4,33,0,1,0,24,24
aee68bd940,abbef745bc,904fbf8b97,2018/3/3,z 22:06:39,1,1,3,69.9,32.9,4,32,0,1,0,24,40
48a07f5cc4,654320c04c,904fbf8b97,2018/3/3,z 09:53:18,1,1,1,69.9,32.9,4,32,0,1,0,5,17
f54f447d6e,f82cdc9a2c,904fbf8b97,2018/3/3,z 00:01:00,1,1,2,69.9,34.9,4,30,0,1,0,5,17
986b118293,4fa3abdc79,904fbf8b97,2018/3/3,z 11:07:11,1,1,1,69.9,32.9,4,33,0,0,0,26,17
7e1462be40,f1a4e2575c,904fbf8b97,2018/3/3,z 23:35:12,2,1,2,69.9,34.4,4,31.5,0,0,0,3,64
b0bc46c0c0,585fdffb91,904fbf8b97,2018/3/3,z 16:27:06,1,1,3,69.9,33.9,4,32,0,0,0,24,52
a1d7073f09,1685b562f9,904fbf8b97,2018/3/3,z 12:43:03,1,1,3,69.9,35.9,4,30,0,0,0,24,52
4120b9e149,520b65d24d,904fbf8b97,2018/3/3,z 12:55:40,1,1,2,69.9,34.9,4,31,0,0,0,9,22
4b25c2ebf2,4ac1ec6e2d,904fbf8b97,2018/3/3,z 20:29:07,1,1,2,69.9,32.9,4,33,0,0,0,7,46
42fcaebc9e,a4b69d462a,904fbf8b97,2018/3/3,z 16:51:07,1,1,4,69.9,33.9,4,32,0,0,0,24,41
ba7a12726d,ab3687ebd7,904fbf8b97,2018/3/3,z 12:20:57,1,1,8,69.9,33.9,4,32,0,0,0,24,41
3dda49d3b8,d5ebf3efb5,904fbf8b97,2018/3/3,z 14:52:31,1,1,-,69.9,35.9,4,30,0,0,0,24,41
257cd9bfe1,01bd8a60d1,904fbf8b97,2018/3/3,z 00:35:57,1,1,1,69.9,65.9,4,0,0,0,0,44,44
aa114a0302,91f1bd9481,904fbf8b97,2018/3/3,z 20:09:22,1,1,1,69.9,65.9,4,0,0,0,0,44,44
52d5816618,b5bd459990,904fbf8b97,2018/3/3,z 15:37:56,1,1,2,69.9,65.9,4,0,0,0,0,4,4
46af9fd8bb,bd7d01578e,904fbf8b97,2018/3/3,z 13:59:58,2,1,3,69.9,32.9,4,33,0,0,0,4,4
c2fa6a52fe,fdfb39951c,904fbf8b97,2018/3/3,z 08:15:34,2,1,3,69.9,34.4,4,31.5,0,0,0,4,4
b6e8afcbfa,c77fcfba00,904fbf8b97,2018/3/3,z 21:45:32,1,1,1,69.9,33.9,4,32,0,0,0,5,5
0a9ea7395c,4437de5d3a,904fbf8b97,2018/3/3,z 09:07:11,2,1,1,69.9,32.9,4,33,0,0,0,5,5
ad23af0045,95363e4769,904fbf8b97,2018/3/3,z 21:00:38,1,1,1,69.9,33.9,4,32,0,0,0,5,5
218c562871,1f786b9ee1,904fbf8b97,2018/3/3,z 23:55:35,1,1,1,69.9,32.9,4,33,0,0,0,5,5
2ac967d047,d02a87dc9a,904fbf8b97,2018/3/3,z 14:31:05,1,1,1,69.9,32.9,4,33,0,0,0,5,5
645f741798,ed3cdbdba4,904fbf8b97,2018/3/3,z 01:46:59,1,1,1,69.9,31.6,4,32.9,0,1.4,0,5,5
6eb7b2920a,24eac9d48e,904fbf8b97,2018/3/3,z 18:38:24,1,1,1,69.9,32.9,4,33,0,0,0,5,5
b73393cb97,5e26b216d5,904fbf8b97,2018/3/3,z 07:39:14,1,1,1,69.9,31.9,4,32,0,2,0,5,5
4a5837baed,08aff4ac30,904fbf8b97,2018/3/3,z 22:16:05,1,1,1,69.9,33.9,4,32,0,0,0,5,5
92acca812d,a7c7cb6aa7,904fbf8b97,2018/3/3,z 16:03:21,1,1,1,69.9,34.9,4,31,0,0,0,5,5
72c7713763,529775c73d,904fbf8b97,2018/3/3,z 09:30:53,1,1,1,69.9,33.9,4,32,0,0,0,5,5
7bfec1fc38,efe6b5eeb8,904fbf8b97,2018/3/3,z 20:02:38,1,1,1,69.9,32.9,4,31,0,2,0,5,5
8a9e750dc1,c8eb8ce6cf,904fbf8b97,2018/3/3,z 14:19:54,1,1,1,69.9,34.9,4,31,0,0,0,5,5
fd52f69ef8,3bc032cf39,904fbf8b97,2018/3/3,z 17:43:23,1,1,1,69.9,65.9,4,0,0,0,0,5,5
a185cecaf8,5f3283fb07,904fbf8b97,2018/3/3,z 14:34:38,1,1,1,69.9,35.9,4,30,0,0,0,5,5
4a8b3b886b,c5bbbdb4d3,904fbf8b97,2018/3/3,z 11:00:52,1,1,1,69.9,2.8,4,0,0,63.1,0,5,5
47c552a0bf,3c2eae5211,904fbf8b97,2018/3/3,z 17:28:34,1,1,1,69.9,33.2,4,29,0,3.7,0,5,5
b3262ed6a0,0b33d39772,904fbf8b97,2018/3/3,z 12:06:40,1,1,1,69.9,34.9,4,31,0,0,0,5,5
297119db76,f6444b245b,904fbf8b97,2018/3/3,z 10:38:17,1,1,1,69.9,31.9,4,34,0,0,0,5,5
f9e11ac6b8,f0e9726cc7,904fbf8b97,2018/3/3,z 19:32:08,1,1,1,69.9,35.9,4,30,0,0,0,5,5
58f62d92fb,e51fddc84e,904fbf8b97,2018/3/3,z 12:08:58,2,1,1,69.9,33.4,4,32.5,0,0,0,5,5
564efcf3fc,329c693fdb,904fbf8b97,2018/3/3,z 19:34:21,1,1,1,69.9,32.9,4,33,0,0,0,5,5
f3fa2ab6f5,9.13E+14,904fbf8b97,2018/3/3,z 23:12:46,1,1,1,69.9,33.9,4,32,0,0,0,5,5
0ec1a99cc5,e5e446eca0,904fbf8b97,2018/3/3,z 23:01:07,1,1,1,69.9,34.9,4,31,0,0,0,5,5
b9e36c42a8,d2212b9be0,904fbf8b97,2018/3/3,z 06:28:39,1,1,1,69.9,65.9,4,0,0,0,0,5,5
f7779415ff,3e1254816f,904fbf8b97,2018/3/3,z 10:33:10,2,1,1,69.9,32.4,4,33.5,0,0,0,5,5
e76777f0dc,3281ef2030,904fbf8b97,2018/3/3,z 23:08:36,1,1,1,69.9,34.9,4,31,0,0,0,5,5
225beb9b95,c5e183265a,904fbf8b97,2018/3/3,z 11:03:45,2,1,1,69.9,33.4,4,32.5,0,0,0,5,5
9f1f72a462,913dcaaf9e,904fbf8b97,2018/3/3,z 11:26:16,1,1,1,69.9,30.9,4,33,0,2,0,5,5
6a130edbb2,fce342ddc1,904fbf8b97,2018/3/3,z 11:08:58,1,1,1,69.9,33.9,4,32,0,0,0,5,5
88d0a8bbc4,354ff6a972,904fbf8b97,2018/3/3,z 14:53:57,1,1,1,69.9,33.9,4,32,0,0,0,5,5
fdd3cce2dd,b68a24ea92,904fbf8b97,2018/3/3,z 07:45:01,1,1,1,69.9,32.9,4,33,0,0,0,5,5
693ecc39f0,c30df23ae9,904fbf8b97,2018/3/3,z 10:33:56,1,1,1,69.9,32.9,4,33,0,0,0,5,5
2f5ceca262,497fc852b2,904fbf8b97,2018/3/3,z 13:55:57,2,1,2,69.9,34.4,4,31.5,0,0,0,3,16
c7747218e5,1d48e5d81a,904fbf8b97,2018/3/3,z 00:19:32,1,1,2,69.9,33.9,4,32,0,0,0,3,64
bbaf6fbfcf,0158f5d2aa,904fbf8b97,2018/3/3,z 22:08:13,1,1,1,69.9,37.9,4,28,0,0,0,5,5
21cf90ae81,3ec5d5ea94,904fbf8b97,2018/3/3,z 21:24:39,1,1,1,69.9,34.9,4,31,0,0,0,5,17
baf39ee7c1,501d69fa0b,904fbf8b97,2018/3/3,z 11:16:27,1,1,1,69.9,32.9,4,33,0,0,0,26,17
e8faed2630,f7b529d20c,904fbf8b97,2018/3/3,z 10:56:21,1,1,2,69.9,33.9,4,32,0,0,0,64,64
f4cd58fc61,3f9dc6829e,904fbf8b97,2018/3/3,z 14:44:32,1,1,2,69.9,35.9,4,30,0,0,0,7,1
0d3b3f7048,34e8e954d8,904fbf8b97,2018/3/3,z 23:39:54,1,1,2,69.9,33.9,4,32,0,0,0,7,39
823152a0f8,57af0fe7f4,904fbf8b97,2018/3/3,z 15:28:47,1,1,2,69.9,33.9,4,32,0,0,0,7,1
568b1c22e5,b688d83a14,904fbf8b97,2018/3/3,z 09:38:18,1,1,2,69.9,34.9,4,30,0,1,0,3,16
3bf94869eb,ecbb9ed320,904fbf8b97,2018/3/3,z 13:41:32,1,1,2,69.9,31.9,4,32,0,2,0,3,16
291cab4da0,2be67507fc,904fbf8b97,2018/3/3,z 14:59:42,1,1,1,69.9,31.9,4,32,0,2,0,26,17
50e11145ac,71b02b7c31,904fbf8b97,2018/3/3,z 19:29:25,1,1,1,69.9,31.9,4,34,0,0,0,5,17
e7ba054412,5ea1b08135,904fbf8b97,2018/3/3,z 10:06:41,1,1,1,69.9,32.9,4,33,0,0,0,26,17
8bf6fdc3dd,ffe92483f8,904fbf8b97,2018/3/3,z 15:28:29,2,1,1,69.9,32.9,4,33,0,0,0,9,9
913fdc153c,dfcc3d2039,904fbf8b97,2018/3/3,z 12:20:11,1,1,2,69.9,31.9,4,32,0,2,0,9,27
a9e8022b71,ced1db4120,904fbf8b97,2018/3/3,z 23:01:03,1,1,2,69.9,7.11E-15,4,33,0,32.9,0,2,20
e1bc1193f5,6bb9f17632,904fbf8b97,2018/3/3,z 16:53:52,3,1,2,69.9,32.9,4,33,0,0,0,2,20
e02dfba731,49da51fd2d,904fbf8b97,2018/3/3,z 13:50:01,1,1,2,69.9,39.9,4,26,0,0,0,3,35
de5d4b4608,566557dfb2,904fbf8b97,2018/3/3,z 09:48:53,1,1,1,69.9,39.9,4,26,0,0,0,7,7
bd6fd0c452,9a9e7e9244,904fbf8b97,2018/3/3,z 18:22:18,1,1,1,69.9,35.9,4,30,0,0,0,2,2
93740ec9af,b9b469fed8,904fbf8b97,2018/3/3,z 12:13:28,1,1,2,69.9,34.9,4,31,0,0,0,3,33
24c58c8bb8,5e40e94e45,904fbf8b97,2018/3/3,z 10:23:53,1,1,1,69.9,33.9,4,32,0,0,0,9,27
b098ac567d,c31274a28a,904fbf8b97,2018/3/3,z 09:39:05,1,1,1,69.9,32.9,4,33,0,0,0,9,27
a1412bcae3,567fe9965d,904fbf8b97,2018/3/3,z 10:29:01,1,1,1,69.9,35.9,4,30,0,0,0,9,27
7512504152,dc2f71aef2,904fbf8b97,2018/3/3,z 22:09:34,1,1,1,69.9,38.9,4,27,0,0,0,9,27
688aa20a26,92a7e9f683,904fbf8b97,2018/3/3,z 15:40:32,3,1,1,69.9,31.9,4,32.33333333,0,1.666666667,0,9,9
0372dfb879,3594a64025,904fbf8b97,2018/3/3,z 14:29:14,1,1,2,69.9,33.9,4,32,0,0,0,5,17
be26b0120d,f9688a244d,904fbf8b97,2018/3/3,z 21:17:48,1,1,1,69.9,31.9,4,32,0,2,0,55,55
ba782fb54a,5e73edf99b,904fbf8b97,2018/3/3,z 08:26:05,1,1,2,69.9,65.9,4,0,0,0,0,10,10
0573e94f7a,2fb18df1df,904fbf8b97,2018/3/3,z 22:45:31,1,1,3,69.9,34.6,4,30,0,1.3,0,10,37
9ed0e9e05c,9bf5d1a98b,904fbf8b97,2018/3/3,z 15:52:40,2,1,1,69.9,34.4,4,31.5,0,0,0,6,6
6db57e6fdb,4f6baad52e,904fbf8b97,2018/3/3,z 22:47:13,1,1,2,69.9,32.9,4,33,0,0,0,2,2
5a6280ba86,84b9104cd8,904fbf8b97,2018/3/3,z 13:58:12,1,1,1,69.9,34.9,4,31,0,0,0,2,2
daba9d0fb7,3c4a31f3c2,904fbf8b97,2018/3/3,z 23:04:27,1,1,2,69.9,33.9,4,32,0,0,0,2,6
79637c5a83,3f673429dd,904fbf8b97,2018/3/3,z 22:27:08,1,1,2,69.9,33.9,4,32,0,0,0,3,26
6727882859,8c5971a54d,904fbf8b97,2018/3/3,z 14:44:28,1,1,1,69.9,33.9,4,32,0,0,0,20,20
30851ffa24,aa76d5ee2c,904fbf8b97,2018/3/3,z 21:31:31,1,1,2,69.9,33.9,4,32,0,0,0,2,20
3212cb6ec9,07b56b3edd,904fbf8b97,2018/3/3,z 10:54:01,1,1,2,69.9,34.9,4,31,0,0,0,2,20
7414e4b3c3,fadb2db95e,904fbf8b97,2018/3/3,z 13:22:25,1,1,1,69.9,65.9,4,0,0,0,0,42,42
167c94ffb0,12dcf78386,904fbf8b97,2018/3/3,z 15:43:48,1,1,2,69.9,32.9,4,32,0,1,0,2,42
1ebfc17f15,41a0e98a37,904fbf8b97,2018/3/3,z 08:50:17,1,1,2,69.9,34.9,4,30,0,1,0,42,42
4c2e64017e,c0f68565c4,904fbf8b97,2018/3/3,z 15:20:37,1,1,1,69.9,62.9,4,0,0,3,0,2,2
a2e34d4e4f,22327821a6,904fbf8b97,2018/3/3,z 20:22:17,1,1,1,69.9,32.9,4,33,0,0,0,2,2
00d77f5223,21642b73fc,904fbf8b97,2018/3/3,z 10:27:13,1,1,1,69.9,32.9,4,33,0,0,0,2,2
1d44ab8ac0,c72c19affb,904fbf8b97,2018/3/3,z 22:49:17,1,1,1,69.9,30.9,4,33,0,2,0,42,42
3c2db4522d,8f3229f5fb,904fbf8b97,2018/3/3,z 15:16:36,30,1,2,69.9,32.76666667,4,33.13333333,0,0,0,3,35
9af179a279,8f3229f5fb,904fbf8b97,2018/3/3,z 15:36:22,19,1,2,69.9,32.84736842,4,33.05263158,0,0,0,3,35
9e2b7c2c4f,3cbace1d17,904fbf8b97,2018/3/3,z 13:44:40,1,1,2,69.9,33.9,4,30,0,2,0,7,31
16481fa154,cd5b412f22,904fbf8b97,2018/3/3,z 14:12:32,1,1,2,69.9,30.9,4,33,0,2,0,9,32
2d7ad882e3,9f7eca807c,904fbf8b97,2018/3/3,z 06:46:00,1,1,2,69.9,34.9,4,31,0,0,0,9,32
d45ade92e0,9256c674a6,904fbf8b97,2018/3/3,z 16:20:17,1,1,1,69.9,32.9,4,33,0,0,0,46,46
c8f2044005,87f5d3850e,904fbf8b97,2018/3/3,z 09:47:24,1,1,2,69.9,32.9,4,32,0,1,0,3,35
81f170585d,21b5ef456c,904fbf8b97,2018/3/3,z 17:36:04,1,1,1,69.9,65.9,4,0,0,0,0,33,33
8a60b50f9e,eb66150af6,904fbf8b97,2018/3/3,z 17:34:38,1,1,1,69.9,33.9,4,32,0,0,0,33,33
6d8ee99cec,eb66150af6,904fbf8b97,2018/3/3,z 17:20:34,1,1,2,69.9,33.9,4,32,0,0,0,3,33
e24344fc53,b6a7c01e30,904fbf8b97,2018/3/3,z 08:45:18,1,1,2,69.9,34.9,4,31,0,0,0,3,33
1336f9ba37,7d390db50a,904fbf8b97,2018/3/3,z 09:12:25,1,1,2,69.9,32.9,4,33,0,0,0,3,33
71ed6ea72a,3bf38a2c80,904fbf8b97,2018/3/3,z 12:12:16,1,1,2,69.9,32.9,4,33,0,0,0,33,33
535d894a7d,3ec1311776,904fbf8b97,2018/3/3,z 16:19:23,1,1,2,69.9,30.9,4,33,0,2,0,7,31
8716bab451,59b9db3001,904fbf8b97,2018/3/3,z 13:48:19,1,1,2,69.9,33.9,4,30,0,2,0,7,31
5066b9f73b,94ded3e3c1,904fbf8b97,2018/3/3,z 11:43:54,2,1,1,69.9,35.4,4,30.5,0,0,0,7,7
4d40061901,230c02a401,904fbf8b97,2018/3/3,z 00:02:50,3,1,2,69.9,33.9,4,31.66666667,0,0.333333333,0,7,53
38103ecf5d,c2cfb2b4fc,904fbf8b97,2018/3/3,z 12:55:45,1,1,2,69.9,32.9,4,33,0,0,0,7,39
7c27ae662b,d8bf0f4396,904fbf8b97,2018/3/3,z 07:52:46,1,1,1,69.9,31.9,4,33,0,1,0,5,17
ad07502102,5745de1882,904fbf8b97,2018/3/3,z 13:13:27,1,1,2,69.9,34.9,4,31,0,0,0,9,27
13eed62217,8854c49f28,904fbf8b97,2018/3/3,z 09:53:54,1,1,2,69.9,35.9,4,30,0,0,0,9,27
53bbc5f5a9,a5b3c950f3,904fbf8b97,2018/3/3,z 18:12:45,1,1,2,69.9,34.9,4,31,0,0,0,9,27
c5e64bd5d4,a4cdeeb8fb,904fbf8b97,2018/3/3,z 10:55:06,1,1,2,69.9,34.9,4,31,0,0,0,9,27
9dc26bfe6c,0d57f344c0,904fbf8b97,2018/3/3,z 12:04:15,1,1,2,69.9,33.9,4,32,0,0,0,9,27
ae6b79c8c1,50c20cf8dd,904fbf8b97,2018/3/3,z 01:04:39,1,1,1,69.9,31.9,4,33,0,1,0,9,9
9278dcb26f,79e05307f7,904fbf8b97,2018/3/3,z 12:31:50,2,1,1,69.9,34.4,4,31.5,0,0,0,9,9
ab28899035,549f414d9a,904fbf8b97,2018/3/3,z 08:48:00,1,1,1,69.9,35.9,4,30,0,0,0,9,9
0ffb1bf6df,93a0fbcf00,904fbf8b97,2018/3/3,z 23:28:37,1,1,1,69.9,38.9,4,27,0,0,0,9,9
88ab332e48,a88a5e1719,904fbf8b97,2018/3/3,z 10:16:48,1,1,1,69.9,31.9,4,34,0,0,0,9,9
98f81643f0,8a7b6bd67b,904fbf8b97,2018/3/3,z 19:58:06,1,1,1,69.9,31.9,4,30,0,4,0,9,9
3bae7135e7,5b3d68bb43,904fbf8b97,2018/3/3,z 10:51:53,1,1,1,69.9,33.9,4,32,0,0,0,9,9
93865f5b33,1351a34221,904fbf8b97,2018/3/3,z 23:23:11,1,1,1,69.9,33.9,4,32,0,0,0,9,9
d2e3eabf43,fe087b9dd6,904fbf8b97,2018/3/3,z 18:55:23,1,1,1,69.9,28.9,4,33,0,4,0,9,9
f83e1bafc8,4543465d68,904fbf8b97,2018/3/3,z 10:33:00,1,1,1,69.9,37.9,4,28,0,0,0,9,9
59833eb4c1,a51981a161,904fbf8b97,2018/3/3,z 13:54:54,1,1,1,69.9,32.9,4,33,0,0,0,9,9
034bf12b78,3cd99e3418,904fbf8b97,2018/3/3,z 14:00:18,1,1,1,69.9,32.9,4,33,0,0,0,9,9
e9ddb6ce5c,0939b9bf0a,904fbf8b97,2018/3/3,z 09:00:53,1,1,1,69.9,33.9,4,32,0,0,0,9,9
f72b459f08,1726350641,904fbf8b97,2018/3/3,z 10:26:07,1,1,1,69.9,34.9,4,31,0,0,0,9,9
1c0c9d40cb,6116776909,904fbf8b97,2018/3/3,z 06:42:07,1,1,1,69.9,33.9,4,32,0,0,0,9,9
6ec750952a,554345d646,904fbf8b97,2018/3/3,z 22:38:02,1,1,1,69.9,35.9,4,30,0,0,0,9,9
